AcademicYear	DistrictCode	DistrictName	SchoolCode	SchoolName	RMRFlag
2017	31015	Edmonds School District	3536	Brier Elementary	0
2017	31015	Edmonds School District	3650	Brier Terrace Middle School	0
2017	31015	Edmonds School District	3409	Cedar Valley Community School	0
2017	31015	Edmonds School District	3304	Cedar Way Elementary	0
2017	31015	Edmonds School District	1520	Challenge Elementary	0
2017	31015	Edmonds School District	3534	Chase Lake Elementary	0
2017	31015	Edmonds School District	3691	College Place Elementary	0
2017	31015	Edmonds School District	3754	College Place Middle School	0
2017	31015	Edmonds School District	1830	Contracted Schools	0
2017	31015	Edmonds School District	3185	Early Childhood Center	0
2017	31015	Edmonds School District	5358	Edmonds Career Access Program	0
2017	31015	Edmonds School District	1519	Edmonds eLearning Academy	0
2017	31015	Edmonds School District	3606	Edmonds Elementary	0
2017	31015	Edmonds School District	1966	Edmonds Heights K-12	0
2017	31015	Edmonds School District	3123	Edmonds Woodway High School	0
2017	31015	Edmonds School District	3607	Hazelwood Elementary	0
2017	31015	Edmonds School District	3689	Hilltop Elementary	0
2017	31015	Edmonds School District	3122	Lynndale Elementary	0
2017	31015	Edmonds School District	3503	Lynnwood Elementary	0
2017	31015	Edmonds School District	3755	Lynnwood High School	0
2017	31015	Edmonds School District	3463	Madrona Nongraded	0
2017	31015	Edmonds School District	3818	Maplewood Center	0
2017	31015	Edmonds School District	1685	Maplewood Parent Coop	0
2017	31015	Edmonds School District	2887	Martha Lake Elementary	0
2017	31015	Edmonds School District	3504	Meadowdale Elementary	0
2017	31015	Edmonds School District	3464	Meadowdale High School	0
2017	31015	Edmonds School District	3353	Meadowdale Middle School	0
2017	31015	Edmonds School District	3254	Mountlake Terrace Elementary	0
2017	31015	Edmonds School District	3303	Mountlake Terrace High School	0
2017	31015	Edmonds School District	3608	Oak Heights Elementary	0
2017	31015	Edmonds School District	3854	Scriber Lake High School	0
2017	31015	Edmonds School District	3461	Seaview Elementary	0
2017	31015	Edmonds School District	3605	Sherwood Elementary	0
2017	31015	Edmonds School District	3410	Spruce Elementary	0
2017	31015	Edmonds School District	2888	Terrace Park Elementary	0
2017	31015	Edmonds School District	1558	Unassigned School	0
2017	31015	Edmonds School District	3186	Westgate Elementary	0
2017	32801	Educational Service District 101	5434	NEWESD 101 Open Doors	0
2017	32801	Educational Service District 101	3507	Structural Alt Confinement School	0
2017	06801	Educational Service District 112	5398	ESD 112 Open Doors Reengagement	0
2017	11801	Educational Service District 123	5403	Ugrad ? ESD123 Re-Engagement Program	0
2017	19401	Ellensburg School District	1924	Ellensburg Developmental Preschool	0
2017	19401	Ellensburg School District	2996	Ellensburg High School	0
2017	19401	Ellensburg School District	5097	K-12 Ellensburg Learning Center	0
2017	19401	Ellensburg School District	2741	Lincoln Elementary	0
2017	19401	Ellensburg School District	2453	Morgan Middle School	0
2017	19401	Ellensburg School District	3596	Mt. Stuart Elementary	0
2017	19401	Ellensburg School District	4411	Valley View Elementary School	0
2017	14068	Elma School District	1629	East Grays Harbor High School	0
2017	14068	Elma School District	5416	East Grays Harbor Open Doors	0
2017	14068	Elma School District	3217	Elma Elementary School	0
2017	14068	Elma School District	2137	Elma High School	0
2017	14068	Elma School District	4245	Elma Middle School	0
2017	38308	Endicott School District	2207	Endicott/St John Elem and Middle	0
2017	04127	Entiat School District	3317	Entiat Middle and High School	0
2017	04127	Entiat School District	2688	Paul Rumburg Elementary	0
2017	17216	Enumclaw School District	3430	Black Diamond Elementary	0
2017	17216	Enumclaw School District	2980	Byron Kibler Elementary School	0
2017	17216	Enumclaw School District	4210	Enumclaw Middle School	0
2017	17216	Enumclaw School District	3330	Enumclaw Sr High School	0
2017	17216	Enumclaw School District	3739	Southwood Elementary School	0
2017	17216	Enumclaw School District	1523	Special Ed School	0
2017	17216	Enumclaw School District	4289	Sunrise Elementary	0
2017	17216	Enumclaw School District	4550	Thunder Mountain Middle School	0
2017	17216	Enumclaw School District	3585	Westwood Elementary School	0
2017	13165	Ephrata School District	4229	Beezley Springs Elementary	0
2017	13165	Ephrata School District	2793	Columbia Ridge Elementary	0
2017	13165	Ephrata School District	2920	Ephrata High School	0
2017	13165	Ephrata School District	3373	Ephrata Middle School	0
2017	13165	Ephrata School District	3092	Grant Elementary	0
2017	13165	Ephrata School District	2695	Parkway School	0
2017	13165	Ephrata School District	1971	Sage Hills High School	0
2017	06701	ESA 112	5467	ESA 112 Special Ed Co-Op	0
2017	21036	Evaline School District	2355	Evaline Elementary School	0
2017	31002	Everett School District	3407	Cascade High School	0
2017	31002	Everett School District	4382	Cedar Wood Elementary	0
2017	31002	Everett School District	3752	Eisenhower Middle School	0
2017	31002	Everett School District	3184	Emerson Elementary School	0
2017	31002	Everett School District	2126	Everett High School	0
2017	31002	Everett School District	5330	Everett Reengagement Academy	0
2017	31002	Everett School District	3253	Evergreen Middle School	0
2017	31002	Everett School District	5091	Forest View Elementary School	0
2017	31002	Everett School District	2065	Garfield Elementary School	0
2017	31002	Everett School District	4437	Gateway Middle School	0
2017	31002	Everett School District	2883	Hawthorne Elementary School - Everett	0
2017	31002	Everett School District	4334	Heatherwood Middle School	0
2017	31002	Everett School District	4438	Henry M. Jackson High School	0
2017	31002	Everett School District	2751	Jackson Elementary School	0
2017	31002	Everett School District	3533	Jefferson Elementary	0
2017	31002	Everett School District	2811	Lowell Elementary - Everett	0
2017	31002	Everett School District	2669	Madison Elementary	0
2017	31002	Everett School District	4316	Mill Creek Elementary	0
2017	31002	Everett School District	3686	Monroe Elementary	0
2017	31002	Everett School District	2364	North Middle School	0
2017	31002	Everett School District	1663	NW Learning Center	0
2017	31002	Everett School District	5414	Other Schools	0
2017	31002	Everett School District	4530	Penny Creek Elementary	0
2017	31002	Everett School District	1907	Port Gardner	0
2017	31002	Everett School District	4137	Sequoia High School	0
2017	31002	Everett School District	4298	Silver Firs Elementary	0
2017	31002	Everett School District	2545	Silver Lake Elementary - Everett	0
2017	31002	Everett School District	3903	Special Services	0
2017	31002	Everett School District	3002	View Ridge Elementary	0
2017	31002	Everett School District	2752	Whittier Elementary	0
2017	31002	Everett School District	4125	Woodside Elementary	0
2017	06114	Evergreen School District (Clark)	1646	49th Street Academy	0
2017	06114	Evergreen School District (Clark)	4299	Burnt Bridge Creek Elementary Sch	0
2017	06114	Evergreen School District (Clark)	3736	Burton Elementary School	0
2017	06114	Evergreen School District (Clark)	3785	Cascade Middle School	0
2017	06114	Evergreen School District (Clark)	4587	Columbia Valley Elementary	0
2017	06114	Evergreen School District (Clark)	3320	Covington Middle School	0
2017	06114	Evergreen School District (Clark)	3822	Crestline Elementary School	0
2017	06114	Evergreen School District (Clark)	1530	Early Childhood Center	0
2017	06114	Evergreen School District (Clark)	3148	Ellsworth Elementary School	0
2017	06114	Evergreen School District (Clark)	5136	Endeavour Elementary School	0
2017	06114	Evergreen School District (Clark)	2724	Evergreen High School	0
2017	06114	Evergreen School District (Clark)	3971	Fircrest Elementary School	0
2017	06114	Evergreen School District (Clark)	4499	Fishers Landing Elementary School	0
2017	06114	Evergreen School District (Clark)	4498	Frontier Middle School	0
2017	06114	Evergreen School District (Clark)	4380	Harmony Elementary School	0
2017	06114	Evergreen School District (Clark)	4163	Hearthwood Elementary School	0
2017	06114	Evergreen School District (Clark)	5310	HeLa High School	0
2017	06114	Evergreen School District (Clark)	4523	Heritage High School	0
2017	06114	Evergreen School District (Clark)	1926	Home Choice Academy	0
2017	06114	Evergreen School District (Clark)	4560	Illahee Elementary School	0
2017	06114	Evergreen School District (Clark)	3994	Image Elementary School	0
2017	06114	Evergreen School District (Clark)	1801	iQ Academy Washington	0
2017	06114	Evergreen School District (Clark)	4042	Legacy High School	0
2017	06114	Evergreen School District (Clark)	3618	Marrion Elementary School	0
2017	06114	Evergreen School District (Clark)	2829	Mill Plain Elementary School	0
2017	06114	Evergreen School District (Clark)	4162	Mountain View High School	0
2017	06114	Evergreen School District (Clark)	5435	Open Doors Evergreen	0
2017	06114	Evergreen School District (Clark)	2912	Orchards Elementary School	0
2017	06114	Evergreen School District (Clark)	4209	Pacific Middle School	0
2017	06114	Evergreen School District (Clark)	4445	Pioneer Elementary School	0
2017	06114	Evergreen School District (Clark)	3995	Riverview Elementary School	0
2017	06114	Evergreen School District (Clark)	4561	Shahala Middle School	0
2017	06114	Evergreen School District (Clark)	3149	Sifton Elementary School	0
2017	06114	Evergreen School District (Clark)	3823	Silver Star Elementary School	0
2017	06114	Evergreen School District (Clark)	3970	Sunset Elementary School	0
2017	06114	Evergreen School District (Clark)	5111	Union High School	0
2017	06114	Evergreen School District (Clark)	4051	Wyeast Middle School	0
2017	06114	Evergreen School District (Clark)	4579	York Elementary School	0
2017	33205	Evergreen School District (Stevens)	3197	Evergreen School	0
2017	17906	Excel Public Charter School LEA	5377	Excel Public Charter School	1
2017	17210	Federal Way Public Schools	3519	Adelaide Elementary School	1
2017	17210	Federal Way Public Schools	5279	Birth to Three Development Center	1
2017	17210	Federal Way Public Schools	3700	Brigadoon Elementary School	1
2017	17210	Federal Way Public Schools	3547	Camelot Elementary School	1
2017	17210	Federal Way Public Schools	5163	Career Academy at Truman High School	1
2017	17210	Federal Way Public Schools	3766	Decatur High School	1
2017	17210	Federal Way Public Schools	5280	Dynamic Family Services	1
2017	17210	Federal Way Public Schools	1950	Employment Transition Program	1
2017	17210	Federal Way Public Schools	4470	Enterprise Elementary School	1
2017	17210	Federal Way Public Schools	2417	Federal Way High School	1
2017	17210	Federal Way Public Schools	1789	Federal Way Public Academy	1
2017	17210	Federal Way Public Schools	5218	Federal Way Public School ECEAP	1
2017	17210	Federal Way Public Schools	5219	Federal Way Public Schools Headstart	1
2017	17210	Federal Way Public Schools	5107	Federal Way Running Start Home School	1
2017	17210	Federal Way Public Schools	5255	Gateway to College	1
2017	17210	Federal Way Public Schools	4426	Green Gables Elementary School	1
2017	17210	Federal Way Public Schools	3898	Illahee Middle School	1
2017	17210	Federal Way Public Schools	1759	Internet Academy	1
2017	17210	Federal Way Public Schools	3701	Kilo Middle School	1
2017	17210	Federal Way Public Schools	3738	Lake Dolloff Elementary School	1
2017	17210	Federal Way Public Schools	3568	Lake Grove Elementary School	1
2017	17210	Federal Way Public Schools	2841	Lakeland Elementary School	1
2017	17210	Federal Way Public Schools	3381	Lakota Middle School	1
2017	17210	Federal Way Public Schools	3627	Mark Twain Elementary School	1
2017	17210	Federal Way Public Schools	4480	Meredith Hill Elementary School	1
2017	17210	Federal Way Public Schools	3159	Mirror Lake Elementary School	1
2017	17210	Federal Way Public Schools	3625	Nautilus K-8 School	1
2017	17210	Federal Way Public Schools	3432	Olympic View Elementary School	1
2017	17210	Federal Way Public Schools	5348	Open Doors Youth Reengagement (1418)	1
2017	17210	Federal Way Public Schools	3329	Panther Lake Elementary School	1
2017	17210	Federal Way Public Schools	4422	Rainier View Elementary School	1
2017	17210	Federal Way Public Schools	3626	Sacajawea Middle School	1
2017	17210	Federal Way Public Schools	4456	Saghalie Middle School	1
