DistrictCode	DistrictName	SchoolCode	SchoolName	RMRFlag
11001	Pasco School District	4155	James McGee Elementary	0
03400	Richland School District	3926	Hanford Middle School	0
18402	South Kitsap School District	4141	Sunnyslope Elementary School	0
27010	Tacoma School District	5307	Fresh Start	0
32326	Medical Lake School District	4483	Hallett Elementary	0
17417	Northshore School District	3790	Leota Middle School	0
22105	Odessa School District	2443	Odessa High School	0
13144	Quincy School District	3088	Quincy High School	0
10309	Republic School District	1898	Republic Parent Partner	0
17412	Shoreline School District	3230	Brookside Elementary	0
31025	Marysville School District	3187	Shoultes Elementary	0
08401	Castle Rock School District	2762	Castle Rock Elementary	0
17216	Enumclaw School District	4289	Sunrise Elementary	0
17210	Federal Way Public Schools	5348	Open Doors Youth Reengagement (1418)	1
31025	Marysville School District	5350	Quil Ceda Tulalip Elementary	0
14064	North Beach School District	2728	North Beach Senior High School	0
29801	Northwest Educational Service District 189	1811	Pass Program	0
31401	Stanwood-Camano School District	5108	Lincoln Academy	0
39208	West Valley School District (Yakima)	2822	Ahtanum Valley Elementary	0
38267	Pullman School District	5162	Pullman Parent Partnership (P3)	0
27403	Bethel School District	2748	Kapowsin Elementary	0
31002	Everett School District	2669	Madison Elementary	0
06114	Evergreen School District (Clark)	3320	Covington Middle School	0
32354	Mead School District	3693	Brentwood Elementary School	0
03400	Richland School District	2721	Carmichael Middle School	0
17001	Seattle Public Schools	5046	Private School Services	0
17001	Seattle Public Schools	1856	The Center School	0
32081	Spokane School District	1602	Alternative School Crosswalk	0
39007	Yakima School District	2529	Roosevelt Elementary School	0
29103	Anacortes School District	1849	Parent Partner Program	0
06119	Battle Ground School District	4144	Maple Grove Primary	0
17415	Kent School District	2565	Meridian Elementary School	1
37506	Nooksack Valley School District	4428	Everson Elementary	0
06112	Washougal School District	4207	Jemtegaard Middle School	0
31002	Everett School District	2883	Hawthorne Elementary School - Everett	0
39200	Grandview School District	1645	Compass High School	0
17417	Northshore School District	2493	C O Sorenson	0
17001	Seattle Public Schools	3714	Lowell Elementary School - Seattle	0
18402	South Kitsap School District	2272	South Kitsap High School	0
15206	South Whidbey School District	4321	South Whidbey Intermediate School	0
31311	Sultan School District	4399	Gold Bar Elementary	0
04246	Wenatchee School District	3209	Abraham Lincoln Elementary	0
37501	Bellingham School District	2553	Bellingham High School	0
37503	Blaine School District	5021	Blaine Home Connections	0
32361	East Valley School District (Spokane)	4112	Mountain View Middle School	0
31332	Granite Falls School District	4479	Monte Cristo Elementary	0
27003	Puyallup School District	5073	Quest	0
34401	Rochester School District	3067	Rochester Middle School	0
15206	South Whidbey School District	1683	South Whidbey Special Services	0
39007	Yakima School District	3206	Eisenhower High School	0
37504	Lynden School District	1783	Timber Ridge	0
27404	Eatonville School District	2808	Columbia Crest Elementary School	0
22204	Harrington School District	3113	Harrington High School	0
39007	Yakima School District	3138	Barge-Lincoln Elementary School	0
27400	Clover Park School District	3178	Clarkmoor Elementary School	0
31330	Darrington School District	4005	Darrington Middle School	0
39119	Selah School District	2716	John Campbell Elementary School	0
33205	Evergreen School District (Stevens)	3197	Evergreen School	0
15201	Oak Harbor School District	3939	North Whidbey Middle School	0
18402	South Kitsap School District	3899	Discovery	0
17405	Bellevue School District	3036	Eastgate Elementary School	0
09206	Eastmont School District	3372	Eastmont Junior High	0
34111	Olympia School District	2342	Lincoln Elementary School	0
17405	Bellevue School District	3744	Robinswood Middle and High School	0
05401	Cape Flattery School District	1787	Cape Flattery Preschool	0
17415	Kent School District	4413	George T. Daniel Elementary School	1
27003	Puyallup School District	2497	Spinning Elementary	0
27402	Franklin Pierce School District	3401	Perry G Keithley Middle School	0
17001	Seattle Public Schools	4248	Hawthorne Elementary School - Seattle	1
27401	Peninsula School District	3928	Henderson Bay Hall Program	0
37507	Mount Baker School District	2586	Maple Falls Elementary School	0
17001	Seattle Public Schools	1870	Interagency Koinania	0
39202	Toppenish School District	1896	West Elementary School	0
31002	Everett School District	3533	Jefferson Elementary	0
34111	Olympia School District	4472	Julia Butler Hansen Elementary	0
17403	Renton School District	3587	Benson Hill Elementary School	1
06037	Vancouver School District	2179	Fort Vancouver High School	0
06114	Evergreen School District (Clark)	1926	Home Choice Academy	0
32081	Spokane School District	5249	Spokane County Jail	0
18400	North Kitsap School District	3126	Middle School Options	0
18402	South Kitsap School District	4079	Manchester Elementary School	0
27010	Tacoma School District	1797	Day Reporting School	0
39202	Toppenish School District	2900	Toppenish High School	0
17414	Lake Washington School District	3441	Twain Elementary	0
37507	Mount Baker School District	3003	Mount Baker Junior High	0
24410	Oroville School District	2706	Oroville Middle-High School	0
27400	Clover Park School District	2425	Clover Park High School	0
27003	Puyallup School District	4360	Warren Hunt Elem	0
39201	Sunnyside School District	5352	SHS Graduation Alliance	0
14077	Taholah School District	3580	Taholah High School	0
06037	Vancouver School District	3470	Clark Co Detention Center	0
17405	Bellevue School District	3282	Sammamish Senior High	0
32361	East Valley School District (Spokane)	3360	East Valley High School&extension	0
17210	Federal Way Public Schools	3738	Lake Dolloff Elementary School	1
17210	Federal Way Public Schools	4422	Rainier View Elementary School	1
17414	Lake Washington School District	1649	Contractual Schools	0
31201	Snohomish School District	3981	High School Re Entry	0
08404	Woodland School District	5408	Woodland Intermediate School	0
21303	White Pass School District	2477	Glenoma Elementary School	0
33036	Chewelah School District	2404	Jenkins Senior High	0
31015	Edmonds School District	3605	Sherwood Elementary	0
32801	Educational Service District 101	3507	Structural Alt Confinement School	0
15201	Oak Harbor School District	3274	Oak Harbor Middle School	0
17407	Riverview School District	3006	Eagle Rock Multiage School	0
32081	Spokane School District	3506	Indian Trail Elementary	0
27416	White River School District	2149	White River Middle School	0
17401	Highline Public Schools	2699	Hazel Valley Elementary	1
32081	Spokane School District	2129	Cooper Elementary	0
27001	Steilacoom Hist. School District	4562	Chloe Clark Elementary	0
39202	Toppenish School District	2635	Lincoln Elementary School	0
27400	Clover Park School District	3118	Southgate Elementary School	0
27403	Bethel School District	5141	Spanaway Elementary Preschool	0
32356	Central Valley School District	4529	Liberty Lake Elementary	0
31002	Everett School District	4382	Cedar Wood Elementary	0
39200	Grandview School District	2756	Thompson Elementary School	0
17417	Northshore School District	1885	Alternative Junior High School	0
11051	North Franklin School District	1754	Palouse Junction High School	0
01109	Washtucna School District	3075	Washtucna Elementary/High School	0
31103	Monroe School District	1912	Monroe Transition Center	0
06114	Evergreen School District (Clark)	4380	Harmony Elementary School	0
33207	Mary Walker School District	1857	Springdale Academy	0
17001	Seattle Public Schools	2729	Eckstein Middle School	0
37503	Blaine School District	4459	Point Roberts Primary	0
21401	Centralia School District	2704	Fords Prairie Elementary	0
10003	Keller School District	2602	Keller Elementary School	0
17001	Seattle Public Schools	2285	Roosevelt High School	0
30303	Stevenson-Carson School District	2682	Stevenson Elementary	0
17216	Enumclaw School District	3161	J J Smith Elementary School	0
27931	Bates Technical College	5950	Bates Technical High School	0
27417	Fife School District	3798	Surprise Lake Middle School	0
31311	Sultan School District	2105	Sultan Middle School	0
17409	Tahoma School District	3286	Lake Wilderness Elementary	0
36140	Walla Walla School District	3728	Sharpstein Elementary School	0
17001	Seattle Public Schools	1536	Interagency King C W T Career Development	0
16049	Chimacum School District	4552	Chimacum Creek Primary School	0
27003	Puyallup School District	3557	Fruitland Elementary	0
20403	Roosevelt School District	3530	Roosevelt Elementary School	0
34002	Yelm School District	3848	Southworth Elementary	0
32356	Central Valley School District	2113	Opportunity Elementary	0
39090	East Valley School District (Yakima)	4055	East Valley Central Middle School	0
31015	Edmonds School District	3503	Lynnwood Intermediate	0
31004	Lake Stevens School District	4140	Prove High School	0
31025	Marysville School District	5209	Academy of Const and Engineering	0
20405	White Salmon Valley School District	5077	White Salmon Academy	0
17401	Highline Public Schools	1978	Ancillary	1
17405	Bellevue School District	3588	Interlake Senior High School	0
31002	Everett School District	3903	Special Services	0
31002	Everett School District	1810	Sno Co Jail	0
08122	Longview School District	2319	Kessler Elementary School	0
39120	Mabton School District	3070	Artz Fox Elementary	0
38301	Palouse School District	2634	Palouse High School	0
50005	Skills Centers	5961	Pierce County Skills Center	0
27001	Steilacoom Hist. School District	5410	Futures Program	0
21300	Onalaska School District	5146	Onalaska Virtual School	0
27344	Orting School District	2942	Orting High School	0
17001	Seattle Public Schools	4065	Orca K-8 School	1
31401	Stanwood-Camano School District	4551	Utsalady Elementary	0
20400	Trout Lake School District	3062	Trout Lake Elementary	0
17405	Bellevue School District	3100	Stevenson Elementary	0
06114	Evergreen School District (Clark)	3785	Cascade Middle School	0
17415	Kent School District	4345	Horizon Elementary School	1
32081	Spokane School District	4389	Moran Prairie Elementary	0
17216	Enumclaw School District	2980	Byron Kibler Elementary School	0
17210	Federal Way Public Schools	5163	Career Academy at Truman High School	1
17411	Issaquah School District	3385	Issaquah High School	0
08458	Kelso School District	3082	Butler Acres Elementary	0
04129	Lake Chelan School District	1675	Lake Chelan Preschool	0
17001	Seattle Public Schools	2977	Viewlands Elementary School	0
31103	Monroe School District	5109	WAVA	0
08401	Castle Rock School District	5185	Productive Learning Online	0
19401	Ellensburg School District	4411	Valley View Elementary School	0
29801	Northwest Educational Service District 189	5059	Island Juvenile Detention Education Program	0
17001	Seattle Public Schools	2070	Beacon Hill International School	1
17001	Seattle Public Schools	2321	Dunlap Elementary School	1
21232	Winlock School District	4369	Winlock Middle School	0
11001	Pasco School District	5483	Pasco Early Learning Center	0
17405	Bellevue School District	1726	Robinswood Middle School	0
32416	Riverside School District	1554	Riverside Achievement Center	0
08404	Woodland School District	3514	Woodland Primary	0
13161	Moses Lake School District	3021	Larson Heights Elementary	0
32907	PRIDE Prep Charter School District	5339	PRIDE Prep School Technology and Science	0
06114	Evergreen School District (Clark)	4203	Clark County Voc Skills Center	0
30303	Stevenson-Carson School District	2882	Carson Elementary	0
27400	Clover Park School District	4862	Lakewood Career Academy	0
23309	Shelton School District	1785	Shelton Alternative Middle School	0
26059	Cusick School District	2770	Bess Herian Elementary	0
13165	Ephrata School District	4229	Beezley Springs Elementary	0
31002	Everett School District	3752	Eisenhower Middle School	0
27003	Puyallup School District	3572	Mt View Elementary	0
32081	Spokane School District	3729	Grant Elementary	0
27010	Tacoma School District	3246	Wilson	0
34033	Tumwater School District	3199	Peter G Schmidt Elementary	0
17210	Federal Way Public Schools	1954	Children's Institute for Learning Differences (CHILD)	1
31002	Everett School District	2751	Jackson Elementary School	0
14028	Hoquiam School District	2972	Central Elementary School	0
17414	Lake Washington School District	2796	Juanita Elementary	0
39120	Mabton School District	5289	Mabton Jr. Sr. High	0
